Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Image Src
,Nissan Navara Double Cab NP300 D23 2015+ Side Steps,"Our side steps are purpose-built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Aluminium construction finished with raised grip strips
 Protects the side of your vehicle from unwanted impacts
 A stylish and practical addition to your Navara
 Makes entering & exiting the vehicle a breeze
 Designed as a direct bolt-on kit, no specialist tools are needed",,Side Steps,"D23 NP300 (2015-2021),Navara,Nissan",,,,TSSS005,in stock,269.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSSS006-50-50-NEW.jpg
,Isuzu D Max Double Cab 15-21 Black Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.







 Heavy duty steel construction with a matte black finish

 Protects the side of your vehicle

 Stylish and practical addition to your D-Max

 Designed to be a bolt on kit

 We recommend this kit to be fitted by a certified garage",,Side Steps,"D-Max,Isuzu,RT (2012-2020)",,,,TSSS006,out of stock,94.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/TSSS002-01-copy-1.jpg
,Ford Ranger T6 T7 & T8 Double Cab 12-21 Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

 Heavy duty steel construction with a matte black finish
 Protects the side of your vehicle
 Stylish and practical addition to your Ranger
 Designed to be a bolt on kit
 We recommend this kit to be fitted by a certified garage",,Side Steps,"Ford,Ranger,Ranger T6 (2012-2015),Ranger T7 (2015-2019),Ranger T8 (2019-2022)",,,,TSSS004,in stock,294.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/50-50-24.jpg
,Predator4x4 Non-Slip Cup Holder To Fit Land Rover Defender L663 2020+,"Our non slip cup holder trim is designed to OEM specifications ensuring perfect fitment to the moulded recess of the vehicle interior. Providing secure fitment for both hot and cold beverages, our anti slip mat reduces spillages while driving and ensures that your drink is easily accessible whenever you need it.







 



 Manufactured from OEM grade materials











 



 Easy access drink storage for the Land Rover Defender











 



 Quick and easy to install and clean











 



 Slim, lightweight design so it doesn't take up any unnecessary space











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Interior Accessories,"Defender,Land Rover,New Defender L663 2020+",,,,SMIT005,in stock,19.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-9.jpg
,Predator4x4 Door Storage Box To Fit Land Rover Defender L663 2020+,"Our storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.







 



 Manufactured from OEM grade ABS











 



 Easy Access Storage for the Land Rover Defender











 



 Quick and easy to install











 



 Provides a practical space to store your phone, wallet and more











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,"Defender,Land Rover,New Defender L663 2020+",,,,SMIT004,in stock,19.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-10.jpg
,Predator4x4 Central Lower Storage Box Rubber Insert To Fit Land Rover Defender L663 2020+,"Our storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.







 



 Manufactured from OEM grade ABS











 



 Easy Access Storage for the Land Rover Defender











 



 Quick and easy to install











 



 Provides a practical space to store your phone, wallet and more











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,"Defender,Land Rover,New Defender L663 2020+",,,,SMIT003,in stock,11.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/SMIT003-01-3.jpg
,Predator4x4 Armrest Storage Unit To Fit Land Rover Defender L663 2020+,"Our Armrest storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.







 



 Manufactured from OEM grade ABS











 



 Easy Access Storage for the Land Rover Defender











 



 Quick and easy to install











 



 Provides a practical space to store your phone, wallet and more











 



 Enhances the overall aesthetics of your car's interior











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,"Defender,Land Rover,New Defender L663 2020+",,,,SMIT002,in stock,19.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-11.jpg
,Predator4x4 Centre Console Storage Unit To Fit Land Rover Defender L663 2020+,"Our centre console storage unit enhances the ergonomics of your car's interior, and offers a designated area to store various items such as sunglasses, wallets, phones, keys, and other personal belongings.

 	

 	Manufactured from OEM grade ABS




 	

 	Easy Access Storage for the Land Rover Defender




 	

 	Quick and easy to install




 	

 	Provides a practical space to store your phone, wallet and more




 	

 	Enhances the overall aesthetics of your car's interior




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Accessories,"Defender,Land Rover,New Defender L663 2020+",,,,SMIT001,in stock,24.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/50-50-12.jpg
,Predator4x4 Gloss Black Front Bumper A Bar To Fit Land Rover Defender L663 2020+,"Our A bars are designed to strengthen the front end of your vehicle when venturing off road. A Predator4x4 A Bar will allow you to venture off road further with the increased bumper protection.



 Designed for long lasting strength and durability

 Securely bolts to OEM mounts to maximise structural integrity

 Includes fitting hardware as shown

 Safeguards the front end of your vehicle from rocks, branches, and other obstacles

 Finished in a stylish gloss black

 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Bull Bars,"Defender,Land Rover,New Defender L663 2020+",,,,SMFB001,in stock,239.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/SMFB001-05-copy-2.jpg
,Predator4x4 Headlight Covers To Fit Land Rover Defender L663 2020+,"Our headlight covers provide an extra layer of protection for your vehicle's headlights. They help shield the headlights from various elements such as dirt, debris, and rocks, reducing the risk of damage and potentially expensive repairs.







 



 Made from high-quality materials that are designed to withstand harsh weather conditions











 



 Transparent design for maximum visibility











 



 Designed for easy installation with pre-applied clear 3m tape











 



 Durable and UV stable to resist fading











 



 Protects your headlights from unwanted damage & costly repairs











 



 Please note, these are aftermarket products, not genuine Jaguar Land Rover parts",,Styling > Light Covers,"Defender,Land Rover,New Defender L663 2020+",,,,SMLC001,out of stock,29.99,https://www.4x4predator.co.uk/wp-content/uploads/2023/06/SMLC001-01fitted.jpg
,Universal Emarked DIY 4 x 6 Chrome Grille Light Kit,"Our Universal LED grille light kits are built from the highest quality materials, ensuring durability in the toughest conditions. All grille lights are fitted with high strength LED's to improve visibility both on and off-road.







 



 Solid white light for maximum visibility











 



 Waterproof to protect your lights from the elements











 



 Full kit with wiring harness included











 



 Supplied with four 6' lights, increasing visibility on or off road











 



 Gives your vehicle a more aggressive look",,Styling > Lights,,,,,TPLK01-4,in stock,159.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/B0205C-03.5.jpg
,Universal Emarked DIY 2 x 6 Black Grille Light Kit,"Our Universal LED grille light kits are built from the highest quality materials, ensuring durability in the toughest conditions. All grille lights are fitted with high strength LED's to improve visibility both on and off-road.







 



 Solid white light for maximum visibility











 



 Waterproof to protect your lights from the elements











 



 Full kit with wiring harness included











 



 Supplied with two 6' lights, increasing visibility on or off road











 



 Gives your vehicle a more aggressive look",,Styling > Lights,,,,,TPLK01-2,in stock,104.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/B0205C-02.jpg
,Mitsubishi L200 05-15 32mm Blue Front Levelling Spacers,"Predator4x4 shock spacers are the perfect combination of form & functionality providing a 32mm lift to the front of the L200. Whether you're looking for more off-road ground clearance or a more aggressive look to your vehicle, Predator4x4 shock spacers are the perfect choice.

 Manufactured from CNC-machined aircraft grade 6061-T6 billet aluminium
 Designed to raise ground clearance with little to no impact on handling.
 Anodised blue for increased longevity & rust prevention
 Suitable for use with standard or extended shocks
 No modification, drilling or welding required",,Suspension > Lift Kits,"L200,Mitsubishi,Series 4 (2005-2015)",,,,TSLK011-BL,in stock,54.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/TSLK011-BL-01.jpg
,Universal Emarked DIY 8 Chrome Grille Light Kit,"Our Universal LED grille light kits are built from the highest quality materials, ensuring durability in the toughest conditions. All grille lights are fitted with high strength LED's to improve visibility both on and off-road.

&nbsp;

 	

 	Solid white and yellow flashing light modes



&nbsp;

 	

 	Waterproof to protect your lights from the elements



&nbsp;

 	

 	Full kit with wiring harness included



&nbsp;

 	

 	Supplied with 2 x 8' lights, increasing visibility on or off road



&nbsp;

 	

 	Gives your vehicle a more aggressive look



&nbsp;",,Styling > Lights,,,,,TPLK02,in stock,69.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/B0202B-02.jpg
,Toyota Hilux MK8 Revo 15-19 Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

 Manufactured from OEM grade black coated steel for long lasting strength and durability
 Securely fits to the right side of the tailgate lid
 Designed to make opening or closing the tailgate easier and safer
 Supplied as pictured with a sleek black finish
 A subtle upgrade that's quick and simple to install",,Accessories > Tailgate Struts,"MK8/MK9 Revo (2015+),Toyota",,,,LXTD013,in stock,39.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD012-06-gallery.jpg
,Nissan Navara D23 NP300 2014+ Tailgate Strut,"Our Tailgate struts are designed to assist with the opening and closing of your tailgate, Taking the strain off you and the relevant tailgate components.

&nbsp;

 	

 	Manufactured from OEM grade black coated steel for long lasting strength and durability



&nbsp;

 	

 	Securely fits to the right side of the tailgate lid



&nbsp;

 	

 	Designed to make opening or closing the tailgate easier and safer



&nbsp;

 	

 	Supplied as pictured with a sleek black finish



&nbsp;

 	

 	A subtle upgrade that's quick and simple to install



&nbsp;",,Accessories > Tailgate Struts,"D23 NP300 (2015-2021),Nissan",,,,LXTD012,in stock,44.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LXTD012-06-gallery-1.jpg
