Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
400l-universal-black-car-roof-box,400L Universal Black Car Roof Box,"Our roof boxes are a great addition to any car in need of extra storage, offering easy access and secure transportation of your possessions.







 



 Perfect accessory for family cars











 



 Manufactured from heavy duty materials for long lasting strength and durability











 



 Includes universal fitting hardware as shown











 



 Includes key so it can be securely locked











 



 Combines sleek design and practicality without compromising storage space",,Storage > Roof Boxes,"Storage, Roof Boxes",TRUE,Title,400L Universal Black Car Roof Box,YHBX005,0,shopify,0,deny,manual,224.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/03/50-50-1.jpg
bmw-x5-e70-07-13-black-side-steps,BMW X5 E70 07-13 Black Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Manufactured from heavy duty materials for long lasting strength and durability



&nbsp;

 	

 	Designed to be a direct fit for ease of install



&nbsp;

 	

 	Fitting to present OEM mounting points for easy fitment



&nbsp;

 	

 	Long lasting strength and corrosion resistant



&nbsp;

 	

 	Raised ABS plastic points along the top provide increased underfoot grip



&nbsp;",,Side Steps,Side Steps,TRUE,Title,BMW X5 E70 07-13 Black Side Steps,LRSS007-BK,0,shopify,0,deny,manual,164.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS007-50-50-NEW.jpg
ford-ranger-t6-t7-t8-2012-2021-black-side-steps,Ford Ranger T6 T7 T8 2012-2021 Black Side Steps,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Aluminium construction finished with a discreet, tough black plastic covering



&nbsp;

 	

 	Protects the side of your vehicle



&nbsp;

 	

 	Stylish and practical addition to your Ranger



&nbsp;

 	

 	Designed to be a bolt on kit



&nbsp;

 	

 	We recommend this kit to be fitted by a certified garage



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Ford Ranger T6 T7 T8 2012-2021 Black Side Steps,LRSS039-BK,0,shopify,0,deny,manual,179.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS039-50-50-NEW-T8.jpg
predator4x4-black-edition-side-steps-to-fit-land-rover-discovery-5-l462-2017,Predator4x4 Black Edition Side Steps To Fit Land Rover Discovery 5 L462 2017+,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Manufactured from heavy duty materials for long lasting strength and durability



&nbsp;

 	

 	Designed to be a direct fit for ease of install



&nbsp;

 	

 	Fitting kit and brackets included as pictured



&nbsp;

 	

 	Powder coated steel brackets to ensure long lasting strength and corrosion resistance



&nbsp;

 	

 	Raised ABS plastic points along the top provide increased underfoot grip



&nbsp;

 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Predator4x4 Black Edition Side Steps To Fit Land Rover Discovery 5 L462 2017+,LRSS028-BK,0,shopify,0,deny,manual,184.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRSS028-50-50-NEW.jpg
predator4x4-black-side-steps-to-fit-land-rover-discovery-4-l319-09-16,Predator4x4 Black Side Steps To Fit Land Rover Discovery 4 L319 09-16,"Our side steps are purpose built to protect the sides of your vehicle whilst granting easier access. All side steps are designed to bolt to the chassis, ensuring smooth fitment every time.

&nbsp;

 	

 	Manufactured from heavy duty materials for long lasting strength and durability



&nbsp;

 	

 	Designed to be a direct bolt on kit for ease of install



&nbsp;

 	

 	Includes fitting kit and brackets as pictured



&nbsp;

 	

 	Powder coated brackets ensure long lasting strength and corrosion resistance



&nbsp;

 	

 	ABS plastic channels along the top provide increased underfoot grip and water drainage during wet conditions



&nbsp;

 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts



&nbsp;",,Side Steps,Side Steps,TRUE,Title,Predator4x4 Black Side Steps To Fit Land Rover Discovery 4 L319 09-16,LRSS012-BK,0,shopify,0,deny,manual,139.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/LRRR012-DISCO-4-50-50-BK-2.jpg
predator4x4-2-metre-iron-roof-storage-basket-cage-to-fit-land-rover-discovery-3-4-04-16,Predator4x4 2 Metre Iron Roof Storage Basket / Cage To Fit Land Rover Discovery 3 & 4 04-16,"Our roof racks are made from the highest quality materials, ensuring safe transportation of your belongings. Our low profile aerodynamic design limits wind noise while keeping practicality and style in mind.


 	Manufactured from high quality iron for strength and durability
 	Adds a touch of practicality to your Discovery
 	Supplied with clamps to fit your vehicle's roof rails/ bars
 	Sloped front plate for minimal drag
 	Easy access storage with lots of bars for securing luggage
 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts

&nbsp;",,Storage > Roof Boxes,"Storage, Roof Boxes",TRUE,Title,Predator4x4 2 Metre Iron Roof Storage Basket / Cage To Fit Land Rover Discovery 3 & 4 04-16,YHBX001,0,shopify,0,deny,manual,374.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/YHBX001-01.jpg
kia-sportage-sl-11-16-silver-roof-rails,Kia Sportage SL 11-16 Silver Roof Rails,"Our roof rails are designed to fix straight to your OEM mounting points making fitment easy. Predator4x4 roof rails also add a great aesthetic touch to your vehicle.







 



 Supplied in a stylish silver finish











 



 Designed to be a direct fit for ease of install











 



 Fitting kit supplied as pictured











 



 Perfect aesthetic addition to your vehicle











 



 Manufactured from high quality, lightweight aluminium",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Kia Sportage SL 11-16 Silver Roof Rails,YHRR052,0,shopify,0,deny,manual,64.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/02/50-50-1.jpg
predator4x4-black-tow-loop-to-fit-land-rover-defender-110-l663-2020,Predator4x4 Black Tow Loop To Fit Land Rover Defender 110 L663 2020+,"Predator4x4 tow loops are perfect for attaching to your Defender, allowing you to make the most of the vehicle's power.







 



 Adds a rugged, off-road look to your Defender











 



 Securely fits to the OEM bumper











 



 Suitable for a range of attachments











 



 Supplied as pictured with a sleek black finish











 



 The perfect practical upgrade











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Bumpers,"Styling, Bumpers",TRUE,Title,Predator4x4 Black Tow Loop To Fit Land Rover Defender 110 L663 2020+,YHTH001,0,shopify,0,deny,manual,84.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/YHTH001-01fitted.jpg
predator4x4-gloss-black-roof-light-to-fit-land-rover-defender-l663-2020,Predator4x4 Gloss Black Roof Light To Fit Land Rover Defender L663 2020+,"Our Defender roof mounted led lights are built from the highest quality materials, ensuring durability in the toughest conditions. All roof lights are designed to ensure perfect flush fitment every time.

 	

 	Manufactured from OEM grade materials




 	

 	Sleek black finish to perfectly compliment the Defender




 	

 	Designed with durability in mind




 	

 	Supplied with 2 lights, increasing visibility on or off road




 	

 	Gives your Defender a more aggressive look




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Roof Lights,"Styling, Roof Lights",TRUE,Title,Predator4x4 Gloss Black Roof Light To Fit Land Rover Defender L663 2020+,YHTR002,0,shopify,0,deny,manual,404.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/02/50-50-1-1.jpg
predator4x4-wind-deflectors-to-fit-land-rover-defender-90-l663-2020,Predator4x4 Wind Deflectors To Fit Land Rover Defender 90 L663 2020+,"Predator4x4 wind deflectors are an excellent accessory for your Defender, improving the look of your car and reducing buffeting and wind noise when driving with the window open.







 



 Manufactured from OEM grade materials











 



 Sleek design to perfectly compliment the Defender











 



 Designed to withstand life on or off the road for years to come











 



 Easy to fit accessory











 



 Gives your Defender a more aggressive look











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling,Styling,TRUE,Title,Predator4x4 Wind Deflectors To Fit Land Rover Defender 90 L663 2020+,YHTR004,0,shopify,0,deny,manual,109.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/02/YHTR004-fade.jpg
predator4x4-black-bonnet-vent-kit-to-fit-land-rover-defender-90-110-l663-2020,Predator4x4 Black Bonnet Vent Kit To Fit Land Rover Defender 90 110 L663 2020+,"Our trim and vent kits are a great accessory for your vehicle, offering a simple and straightforward way to update the look of your front end.







 



 Manufactured from OEM grade materials











 



 Full trim kit to add an aggressive look to bonnet of your Defender











 



 Suitable for fitting as supplied or painting as desired











 



 Simple upgrade to refresh the front end of your Land Rover











 



 Easy-fit OEM replacement bonnet vents











 



 Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Vents,"Styling, Vents",TRUE,Title,Predator4x4 Black Bonnet Vent Kit To Fit Land Rover Defender 90 110 L663 2020+,YHVE001,0,shopify,0,deny,manual,124.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/02/50-50-2.jpg
honda-cr-v-mk5-17-21-silver-roof-cross-bars,Honda CR-V MK5 17-21 Silver Roof Cross Bars,"Our cross bars are designed to fix straight to your OEM roof rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.

 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Easy to install - no drilling required




 	

 	Supplied in a sleek silver finish




 	

 	Great way of allowing use of a roof box/basket




 	

 	Fits straight onto OEM mounting points",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Honda CR-V MK5 17-21 Silver Roof Cross Bars,YHRR030,0,shopify,0,deny,manual,69.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/01/50-50-9.jpg
honda-cr-v-mk4-12-16-black-roof-cross-bars,Honda CR-V MK4 12-16 Black Roof Cross Bars,"Our cross bars are designed to fix straight to your OEM mounting points making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.







 



 Manufactured from high quality, lightweight aluminium











 



 Easy to install - no drilling required











 



 Supplied in a stylish black finish











 



 Great way of allowing use of a roof box/basket











 



 Fits straight onto OEM mounting points",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Honda CR-V MK4 12-16 Black Roof Cross Bars,YHRR026,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/01/YHRR026-01.1-copy-1.jpg
hyundai-santa-fe-mk3-13-18-black-roof-cross-bars,Hyundai Santa Fe MK3 13-18 Black Roof Cross Bars,"Our cross bars are designed to fix straight to your OEM roof rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.







 



 Manufactured from high quality, lightweight aluminium











 



 Easy to install - no drilling required











 



 Supplied in a sleek black finish











 



 Great way of allowing use of a roof box/basket











 



 Fits straight onto OEM mounting points",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Hyundai Santa Fe MK3 13-18 Black Roof Cross Bars,YHRR021,0,shopify,0,deny,manual,64.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/01/50-50-15.jpg
kia-sorento-mk3-15-20-black-roof-cross-bars,Kia Sorento MK3 15-20 Black Roof Cross Bars,"Our cross bars are designed to fix straight to your OEM roof rails making fitment easy. Predator4x4 cross bars also add a great aesthetic touch to your vehicle.







 



 Manufactured from high quality, lightweight aluminium











 



 Easy to install - no drilling required











 



 Supplied in a sleek black finish











 



 Great way of allowing use of a roof box/basket











 



 Fits straight onto OEM mounting points",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Kia Sorento MK3 15-20 Black Roof Cross Bars,YHRR020,0,shopify,0,deny,manual,44.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/03/YHRR020-01.1.jpg
predator4x4-black-roof-rails-to-fit-land-rover-freelander-2-06-15,Predator4x4 Black Roof Rails To Fit Land Rover Freelander 2 06-15,"Our roof rails are designed to fix straight to your OEM mounting points making fitment easy. Predator4x4 roof rails also add a great aesthetic touch to your vehicle.

 	

 	Supplied in a stylish matt black finish




 	

 	Designed to be a direct fit for ease of install




 	

 	Fitting kit supplied as pictured




 	

 	Perfect practical addition to your vehicle




 	

 	Manufactured from high quality, lightweight aluminium




 	

 	Please note, these are aftermarket products and are not genuine Jaguar Land Rover parts",,Styling > Roof Rails,"Styling, Roof Rails",TRUE,Title,Predator4x4 Black Roof Rails To Fit Land Rover Freelander 2 06-15,YHRR015,0,shopify,0,deny,manual,129.99,,https://www.4x4predator.co.uk/wp-content/uploads/2023/01/50-50-8.jpg
